iter	RMSE
128	0.05711342599
129	0.0567671629
130	0.05624678889
131	0.05580081903
132	0.05570424322
133	0.0551915665
134	0.05485183241
135	0.0546045288
136	0.05434024281
137	0.0539719754
138	0.05368322705
139	0.05347064715
140	0.05309953837
141	0.05281260438
142	0.05245424696
143	0.05227941442
144	0.05189398367
145	0.051594614
146	0.05138124533
147	0.05115676082
148	0.05103693915
149	0.05049692143
150	0.05005387318
151	0.04995228466
152	0.04960761313
153	0.04923346598
154	0.04894611298
155	0.04858333855
156	0.04850325876
157	0.04825490398
158	0.04784200074
159	0.04749080369
160	0.04698100632
161	0.0466376492
162	0.0463207468
163	0.04611463009
164	0.04570223455
165	0.0455870309
166	0.04520473311
167	0.0448322821
168	0.04455138167
169	0.04429747051
170	0.04407560071
171	0.04376158977
172	0.04359455047
173	0.04342320212
174	0.043152602
175	0.04292128743
176	0.04263345735
177	0.04239252373
178	0.04224988306
179	0.04211185999
180	0.04167949243
181	0.04148333128
182	0.04111914391
183	0.04072425714
184	0.04042404493
185	0.04016836785
186	0.04006326406
187	0.04000811821
188	0.03980088398
189	0.03947378581
190	0.03928212713
191	0.03909142283
192	0.03890577799
193	0.03873238107
194	0.03851862551
195	0.03823735153
196	0.03807217507
197	0.03787403361
198	0.03783255661
199	0.03771515583
200	0.03740698661
201	0.03719392273
202	0.03701512129
203	0.03688522869
204	0.03658583112
205	0.03630524162
206	0.03610587308
207	0.03598981285
208	0.03589185737
209	0.03566125997
210	0.03552869474
211	0.03525437239
212	0.03510258766
213	0.03487858443
214	0.03474734713
215	0.03462364459
216	0.03448341042
217	0.03428310674
218	0.034120831
219	0.03405287883
220	0.0338803335
221	0.03367164187
222	0.03345109056
223	0.03342977895
224	0.03330304916
225	0.03312041384
226	0.0330504702
227	0.03278202004
228	0.03265922338
229	0.03246445539
230	0.03225790503
231	0.03208053794
232	0.03203645102
233	0.03183242305
234	0.03166245401
235	0.03160212787
236	0.03144206057
237	0.03130513498
238	0.03118400693
239	0.03099761028
240	0.03090343384
241	0.03067715233
242	0.03053868784
243	0.03037737341
244	0.03015200993
245	0.02998560634
246	0.02982690682
247	0.02968220621
248	0.02965819136
249	0.02941920177
250	0.02921461259
251	0.02910568488
252	0.02893253453
253	0.02887237596
254	0.02877442819
255	0.02858431174
256	0.02856035933
257	0.02839184114
258	0.02825362157
259	0.02816281225
260	0.02800480263
261	0.02779514175
262	0.02774539524
263	0.02764997034
264	0.02752760725
265	0.02740491268
266	0.02734651147
267	0.0272301157
268	0.02715484487
269	0.02700364042
270	0.02695301589
271	0.02674958499
272	0.02656916103
273	0.02651678527
274	0.0264176205
275	0.02628094708
276	0.02616441055
277	0.02611980492
278	0.02607811099
279	0.02593847378
280	0.0258209449
281	0.02573637883
282	0.02560062913
283	0.02556278556
284	0.02548694415
285	0.02537612681
286	0.02524530958
287	0.02516992506
288	0.02504753519
289	0.02495172085
290	0.02487934916
291	0.02474726621
292	0.02457209856
293	0.02447503754
294	0.02438195188
295	0.02427206572
296	0.02413064998
297	0.02405674771
298	0.02390003531
299	0.02378063588
300	0.0236666052
301	0.02360383001
302	0.02348458671
303	0.02335324799
304	0.02321577713
305	0.02307042247
306	0.02298707453
307	0.02281872123
308	0.02277793066
309	0.02270432509
310	0.02262316853
311	0.02248040122
312	0.02233988762
313	0.02228840541
314	0.02218725001
315	0.0221590428
316	0.0220639396
317	0.02201182874
318	0.02184576799
319	0.02175192478
320	0.02160330675
321	0.02142329389
322	0.02128182993
323	0.02122415864
324	0.02114959223
325	0.02112810496
326	0.02107171457
327	0.02103965185
328	0.02100817592
329	0.02083978805
330	0.02080778353
331	0.0206808636
332	0.02055962204
333	0.02049911671
334	0.02045964309
335	0.02043108494
336	0.02035265754
337	0.02028148533
338	0.02018700907
339	0.0201625101
340	0.02006919801
341	0.01998986669
342	0.01992081325
343	0.01980970003
344	0.01980094515
345	0.01968628123
346	0.01955926789
347	0.01952168404
348	0.01936085084
349	0.01926547851
350	0.01914402153
351	0.01909697007
352	0.01906188618
353	0.01901031651
354	0.01889414034
355	0.01879604891
356	0.0187506405
357	0.01866587346
358	0.01862666997
359	0.01850545264
360	0.01849133728
361	0.01841596334
362	0.01833162801
363	0.01826686081
364	0.01822221062
365	0.01818235268
366	0.01815600904
367	0.01812119841
368	0.01806183093
369	0.01803783204
370	0.01791309112
371	0.01790819114
372	0.01785419332
373	0.01775436268
374	0.01771114489
375	0.01764453494
376	0.01758305135
377	0.01751731519
378	0.01748215485
379	0.01742345049
380	0.01736875541
381	0.01730329961
382	0.01722277171
383	0.01710521759
384	0.017080405
385	0.01699936729
386	0.01693256453
387	0.01689005282
388	0.01686623801
389	0.01685854037
390	0.01684733812
391	0.01675200747
392	0.01666202735
393	0.01658930005
394	0.01654193468
395	0.01651188966
396	0.01642845188
397	0.01636562762
398	0.01628221076
399	0.01627557256
400	0.01622194548
401	0.01614247251
402	0.01609999159
403	0.01605606834
404	0.01600947782
405	0.01595021109
406	0.01586535847
407	0.01584994649
408	0.01573766209
409	0.01568891054
410	0.0156159128
411	0.01553495139
412	0.01547049963
413	0.01540253
414	0.01534562141
415	0.01532065024
416	0.015226798
417	0.0151511971
418	0.01509113847
419	0.01502516232
420	0.01499096191
421	0.01494954664
422	0.01490508614
423	0.01485212898
424	0.0148273745
425	0.0147859178
426	0.01471246738
427	0.01464695759
428	0.0146132679
429	0.0145715567
430	0.01451813303
431	0.01445821196
432	0.01439118328
433	0.01431504731
434	0.01424983421
435	0.01418943296
436	0.01409880009
437	0.01406990165
438	0.01401897222
439	0.01395241153
440	0.01390048843
441	0.01384301337
442	0.01381897155
443	0.01376763781
444	0.01370232431
445	0.01366254436
446	0.01361541107
447	0.01356901144
448	0.01354981225
449	0.01348665192
450	0.01343163947
451	0.01334420645
452	0.01325882525
453	0.01321235953
454	0.0131933393
455	0.01311986452
456	0.01305953518
457	0.01300017848
458	0.01293039044
459	0.01288824103
460	0.01282462601
461	0.01279972693
462	0.01276064989
463	0.01268479602
464	0.01264627355
465	0.0126262518
466	0.01260005419
467	0.01257180368
468	0.01253577857
469	0.01252598291
470	0.01251804575
471	0.01244820565
472	0.0123524576
473	0.01229715923
474	0.01228346758
475	0.0122340289
476	0.01219225498
477	0.01208146754
478	0.01203752459
479	0.01200745721
480	0.01198633406
481	0.01196593632
482	0.01194149692
483	0.01188984095
484	0.01183219442
485	0.0118002534
486	0.01177081399
487	0.01169397005
488	0.01159422841
489	0.01158122768
490	0.01155424111
491	0.01153660853
492	0.01151812809
493	0.01149266998
494	0.01143020865
495	0.01141197233
496	0.01139642677
497	0.0113587208
498	0.01132094579
499	0.01124862099
500	0.0111890479
501	0.01109870454
502	0.01109200867
503	0.01108471591
504	0.01104693419
505	0.01100463842
506	0.01099705005
507	0.01096109776
508	0.0109536477
509	0.01091545918
510	0.01086458628
511	0.01080480692
512	0.01075645262
513	0.01067711494
514	0.01063494034
515	0.01062877155
516	0.01057457262
517	0.01051771607
518	0.01047216647
519	0.01045686038
520	0.01040545469
521	0.0103863736
522	0.01033784026
523	0.01032113208
524	0.01031408111
525	0.01029513437
526	0.01026089388
527	0.01020489328
528	0.01019980714
529	0.01016584093
530	0.01010101663
531	0.01008900063
532	0.010066852
533	0.0100226478
534	0.009962361222
535	0.00995974292
536	0.009938372459
537	0.009910096152
538	0.009891497239
539	0.00987364084
540	0.009839676221
541	0.00982347992
542	0.00978650133
543	0.009768992471
544	0.009753874039
545	0.009717716995
546	0.009660832772
547	0.009620839803
548	0.009595247063
549	0.009585953563
550	0.009555923734
551	0.009519712917
552	0.009501172862
553	0.009453096656
554	0.009418267694
555	0.009372541263
556	0.009336866416
557	0.009327869159
558	0.009298433867
559	0.009239663077
560	0.009233270394
561	0.009213086649
562	0.009177192349
563	0.009129090742
564	0.009105452587
565	0.009083511045
566	0.009053841507
567	0.009021594712
568	0.008992383572
569	0.008955869409
570	0.008952330844
571	0.008894721352
572	0.008882109928
573	0.008851992855
574	0.008825180597
575	0.008824263553
576	0.0088062316
577	0.008765880644
578	0.008719015574
579	0.008705778186
580	0.00870120054
581	0.008681659075
582	0.008643143283
583	0.008619635527
584	0.008587421208
585	0.008551595088
586	0.008520220246
587	0.008501065356
588	0.008459646188
589	0.00842870461
590	0.008403265467
591	0.008378151593
592	0.008342104711
593	0.008313841176
594	0.008312415408
595	0.00827558406
596	0.008236878932
597	0.008213018272
598	0.008191593383
599	0.008168799543
600	0.008121315844
601	0.008108584615
602	0.008077570513
603	0.008023672181
604	0.007996696276
605	0.007967283814
606	0.007939453496
607	0.007902584715
608	0.007875692223
609	0.007855605034
610	0.007822870833
611	0.00778919728
612	0.007760896681
613	0.007746622777
614	0.007712254335
615	0.007678231314
616	0.007677353668
617	0.007666789728
618	0.007633308283
619	0.007595284191
620	0.007575836433
621	0.007537785317
622	0.007525285038
623	0.007493473616
624	0.007461728763
625	0.007433812748
626	0.007411643707
627	0.007391044468
628	0.007371430493
629	0.007333681794
630	0.007309533745
631	0.007289614912
632	0.00727061986
633	0.007230664685
634	0.007201780341
635	0.00718285019
636	0.007159592105
637	0.007136971834
638	0.007116668267
639	0.007101231755
640	0.007070133897
641	0.007047065787
642	0.00702374801
643	0.007016879599
644	0.007013200415
645	0.006999822623
646	0.006979343888
647	0.006960901096
648	0.006950015369
649	0.006913014837
650	0.006893158287
651	0.006892604237
652	0.006876012888
653	0.006854725913
654	0.006838803939
655	0.00681648942
656	0.006794620676
657	0.006787728084
658	0.006771713272
659	0.006760856925
660	0.006750533274
661	0.006739418582
662	0.006709724151
663	0.006692084188
664	0.006677684342
665	0.006656487522
666	0.006646619786
667	0.006637733738
668	0.006628341045
669	0.006625180203
670	0.006595238497
671	0.006584003994
672	0.006583623372
673	0.006576731439
674	0.006566658986
675	0.006565777134
676	0.006545887549
677	0.006531824951
678	0.006511230834
679	0.006472843317
680	0.006468968196
681	0.006463420453
682	0.006444273957
683	0.006421007821
684	0.006414509782
685	0.006393059463
686	0.006366900486
687	0.006348485857
688	0.006342357947
689	0.006313964488
690	0.006311980767
691	0.006290061367
692	0.006273099568
693	0.006263971455
694	0.006242574703
695	0.006222736
696	0.006198122696
697	0.006191927315
698	0.006178559627
699	0.00616930054
700	0.006154003049
701	0.006145206123
702	0.006135048094
703	0.006124849314
704	0.006104309
705	0.006085120398
706	0.006059953218
707	0.006049127029
708	0.006032093142
709	0.006016402457
710	0.005994888285
711	0.005987113307
712	0.005953523733
713	0.005949168437
714	0.005928874687
715	0.005910265672
716	0.005895069975
717	0.005886867005
718	0.005871013565
719	0.0058552039
720	0.005847211982
721	0.005823379293
722	0.005809242367
723	0.005791266413
724	0.005784072205
725	0.005776274133
726	0.005754177228
727	0.005740755399
728	0.005725992123
729	0.005712198374
730	0.005690589183
731	0.005681728628
732	0.005656848018
733	0.005640988168
734	0.005626823345
735	0.005619815448
736	0.005603458549
737	0.005585356031
738	0.005575520667
739	0.005554933991
740	0.0055364477
741	0.005532911189
742	0.005506117674
743	0.005501270526
744	0.005482166822
745	0.005466316222
746	0.005451343924
747	0.005437541771
748	0.005426406624
749	0.005412588799
750	0.005407450239
751	0.005400480589
752	0.005398297521
753	0.005388851735
754	0.005358971964
755	0.005334965267
756	0.005334674541
757	0.005320466007
758	0.005305988382
759	0.005288656235
760	0.005288385562
761	0.00526870847
762	0.005246969159
763	0.00523206401
764	0.005213549964
765	0.005192841026
766	0.005175464204
767	0.005171175248
768	0.005154910199
769	0.005146843919
770	0.005133058572
771	0.005130629537
772	0.005115112325
773	0.005102223928
774	0.005089408037
775	0.005076676142
776	0.005062758267
777	0.005048117169
778	0.005035313258
779	0.005032364755
780	0.00501948515
781	0.005011560739
782	0.004998076347
783	0.004983301754
784	0.00497068882
785	0.004960749991
786	0.004946686691
787	0.00493990863
788	0.004936733571
789	0.004920543658
790	0.004905992509
791	0.004901021513
792	0.004900656662
793	0.004896106862
794	0.004885027063
795	0.004877033989
796	0.004864577376
797	0.004859158246
798	0.004849646511
799	0.004843902319
800	0.004836606788
801	0.004836143717
802	0.004826645282
803	0.00482072141
804	0.00481308638
805	0.004800980714
806	0.004800631274
807	0.004795657791
808	0.004793504417
809	0.004790140369
810	0.004782547783
811	0.004774609378
812	0.004762596316
813	0.004755076113
814	0.004741526669
815	0.004736439155
816	0.004728952818
817	0.004722783567
818	0.004709744001
819	0.004706157088
820	0.0046920798
821	0.004686654497
822	0.004676943136
823	0.004667638625
824	0.004661605362
825	0.004652900259
826	0.004648025858
827	0.004640896008
828	0.004630910095
829	0.004630585372
830	0.004615268599
831	0.004606680565
832	0.004598589683
833	0.004593453799
834	0.004585559252
835	0.004585052838
836	0.004571430691
837	0.004562517919
838	0.004557271625
839	0.00455112104
840	0.004536804176
841	0.004527490964
842	0.004517970696
843	0.004503947778
844	0.004494765574
845	0.00448666064
846	0.004476977649
847	0.004468869847
848	0.004464004956
849	0.004454211058
850	0.004444797946
851	0.004429454764
852	0.004421085148
853	0.004409192324
854	0.004398489663
855	0.004388318121
856	0.004381712533
857	0.004380422594
858	0.004375932307
859	0.004369721147
860	0.004366533732
861	0.004358581297
862	0.004351207042
863	0.004341310287
864	0.00432865016
865	0.004326393661
866	0.004316445578
867	0.004313427969
868	0.004313221583
869	0.004310278491
870	0.004303105611
871	0.004298831475
872	0.0042888069
873	0.004280591284
874	0.004274873625
875	0.004269521572
876	0.004262954264
877	0.004255377447
878	0.00424443063
879	0.004239790502
880	0.004225698763
881	0.004218428099
882	0.004213349966
883	0.004210928577
884	0.004201057695
885	0.004194308483
886	0.004190425721
887	0.004183487397
888	0.004179402066
889	0.004170604308
890	0.004159539384
891	0.00415582628
892	0.004145931626
893	0.004141660013
894	0.004131143565
895	0.004126642192
896	0.00412110196
897	0.004116806519
898	0.004111717225
899	0.004106955675
900	0.004104233313
901	0.004096346186
902	0.004089728128
903	0.004079352244
904	0.004076978702
905	0.004070414996
906	0.004066156669
907	0.004063027859
908	0.004057218988
909	0.004053602129
910	0.00404815904
911	0.004044704504
912	0.004039473897
913	0.004031667425
914	0.004025376713
915	0.004019461493
916	0.004015356571
917	0.004006430039
918	0.004003306654
919	0.004001007155
920	0.003994401519
921	0.00399065649
922	0.003984434393
923	0.003981229096
924	0.003977931306
925	0.003972133115
926	0.003967631486
927	0.003964021147
928	0.00395740066
929	0.003952347044
930	0.003949540731
931	0.003938726416
932	0.00393315749
933	0.003930333317
934	0.003923915741
935	0.003916036747
936	0.003910082699
937	0.003906636222
938	0.003902050223
939	0.003891570316
940	0.003888699854
941	0.003879250578
942	0.00387492222
943	0.003872222854
944	0.003868994927
945	0.00386671819
946	0.003864713625
947	0.003857251407
948	0.00385466118
949	0.003849975793
950	0.003846457887
951	0.003840526707
952	0.003835017506
953	0.003830124991
954	0.003826446378
955	0.003824784341
956	0.003820695135
957	0.003815537584
958	0.003811144328
959	0.003806915778
960	0.003802303458
961	0.003795369556
962	0.003788662129
963	0.00378334174
964	0.003775247786
965	0.003772994264
966	0.003768449385
967	0.003765106014
968	0.003762818845
969	0.00375908826
970	0.003751956138
971	0.003749529486
972	0.003746687747
973	0.00374020333
974	0.003738532552
975	0.00372669526
976	0.003725417526
977	0.003719708594
978	0.003715390357
979	0.003710701881
980	0.00370434493
981	0.003693664244
982	0.003690779649
983	0.003682907679
984	0.003677743279
985	0.003674703302
986	0.003666219541
987	0.00366401958
988	0.003654835843
989	0.003651289843
990	0.003646983943
991	0.003644283943
992	0.003639978196
993	0.00363887478
994	0.003636595561
995	0.003632360974
996	0.003626723313
997	0.003621968024
998	0.003618605721
999	0.003613328239
